File Name,Projection #1,Projection #2,Projection #3,Manuscript Title,Author,Publication Year
A71305,0.09156483,-1.8432477,-2.446906,"['Purchas his pilgrimes. part 3 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.']","['Purchas, Samuel']","[1625, 1590, 1611, 1617, 1619, 1612, 1583, 1527, 1596, 1596]"
A68132,0.0,0.0,0.0,"['The discouery of a new world or A description of the South Indies Hetherto vnknowne by an English Mercury.', 'Mundus alter et idem. English']","['Hall, Joseph', 'Gentili, Alberico', 'Healey, John']",[1613]
A09043,0.0,0.0,0.0,"['Moderatus, the most delectable & famous historie of the blacke knight:[...]']","['Parry, Robert']",[1595]
A13755,-0.16247098,-1.9890448,-1.4311498,"['A treatise of faith, and of some principal fruits thereof Deliuered in two sermons, vpon the third chapter of the epistle of Paul to the Ephesians, verse the 12. With some additions and enlargements, tending to the satistaction of such as are in doubt, whether they haue faith or no, and to the comforting of such as are troubled about the weakenesse of their faith. By G. Throgmorton, minister of the word of God.']","['Throgmorton, George.']",[1624]
A15324,0.13934118,-1.6204652,-1.1500883,"['The doctrine of the Sabbath handled in foure seuerall bookes of treatises. The first of which intreateth of the day of rest. The second, of the duties of the day. The third, of the persons whom these duties concerne. And the fourth, the reasons vsed to perswade all persons to the practise of these duties vpon that day. Written by G.W. Master of Arts, and minister of the word of God in Portsmouth.']","['Widley, George']",[1604]
A21056,0.2197745,-1.398116,-2.6025372,"['A sermon preached at the publicke fast To the Commons house of Parliament. April. 5th. 1628. By Ier. Dyke minister of Gods Word, at Epping in Essex.', 'Early English books online text creation partnership.']","['Dyke, Jeremiah']",[1628]
A11802,-0.21240756,-2.0902514,-1.1617543,['Vox Dei'],"['Scott, Thomas']",[1623]
B00960,0.0,0.0,0.0,"['A breefe description of the battailes, victories and triumphes, atchiued by the D. of Parma, and the Spanish armye. Sent by the king of Spayne, vnder his conduct to the succour of the rebellious leaguers of France. / Faithfully translated out of French by E.A. according to the French coppie, printed at Paris..', 'Discours sur la venue en France, progrès & retraite du duc de Parme', 'Early English books online text creation partnership.']","['Farnese, Alexander', 'Aggas, Edward.']",[1591]
A13542,0.10110897,-1.3673918,-2.0317807,"['A man in Christ, or A new creature To which is added a treatise, containing meditations from the creatures. By Thomas Taylor, Dr. in Diuinity.']","['Taylor, Thomas']",[1629]
A20188,0.09829227,-0.9089172,-1.5475241,"['An ansvvere to the last tempest and villanie of the League, vpon the slanders which were imprinted by the same, against the French king Intituled: A declaration of the crimes whereinto the Catholikes do fall, in taking the king of Nauarre his part. Translated out of French into English by T.H.']",[],[1593]
A08764,0.0,0.0,0.0,"['Orders and constitutions, partly collected out of his Maiesties letters patents; and partly by authority, and in vertue of the said letters patents: ordained vpon mature deliberation, by the gouernour and company of the city of London, for the plantation of the Summer-Islands: for the better gouerning of the actions and affaires of the said company and plantation. 6. Febr. 1621']",['Bermuda Islands.'],"[1622, 1621]"
A68251,0.0,0.0,0.0,"['An excellent new ballad, shewing the petigree of our royall King Iames the first of that name in England. To the tune of, Gallants all come mourne with mee.']",[],[1603]
A22364,0.0,0.0,0.0,"['By the King a proclamation for setling the plantation of Virginia.', 'Early English books online text creation partnership.  Navigations series.']","['England and Wales. Sovereign (1625-1649 : Charles I)', 'Charles I, King of England']",[1625]
B13659,-0.2550504,-1.265221,-0.9952155,"['The second part of the Parallele, or conference of the ciuill law, the canon law, and the common law of this realme of England Wherein the agreement and disagreement of these three lawes touching diuers matters not before conferred, is at large debated and discussed. Whereunto is annexed a table ... Handled in seauen dialogues, by William Fulbecke.', 'Parallele or conference of the civill law, the canon law, and the common law of this realme of England. Part 2', 'Early English books online text creation partnership.']","['Fulbeck, William']","[1602, 1602]"
A11223,0.0,0.0,0.0,"['Britaines busse. Or A computation aswell of the charge of a busse or herring-fishing ship As also of the gaine and profit thereby. With the States proclamation annexed vnto the same, as concerning herring-fishing. By E.S.']","['E. S. (Edward Sharpe), 17th cent.', 'United Provinces of the Netherlands. Staten Generaal.']",[1615]
A13434,-0.50137997,-1.351929,-1.1791661,"[""A common vvhore vvith all these graces grac'd: shee's very honest, beautifull and chaste. Written by Iohn Taylor.""]","['Taylor, John']",[1622]
A08014,-0.70026237,-2.0674198,-1.4523193,"['The terrors of the night or, A discourse of apparitions. Tho: Nashe']","['Nash, Thomas']",[1594]
A18429,-0.16248414,-1.4352511,-1.2993678,"[""Hallelu-jah: or, King David's shrill trumpet, sounding a loude summons to the whole world, to praise God Delivered by way of commentarie and plaine exposition vpon the CXVII. Psalme. By Richard Chapman, minister of the Word of God at Hunmanbie in Yorkshire.""]","['Chapman, Richard']",[1635]
A12138,0.0,0.0,0.0,"['The gratefull seruant A comedie. As it was lately presented with good applause at the priuate House in Drury-Lane, by her Majesties Servants. Written by Iames Shirley Gent.']","['Shirley, James']",[1630]
B14268,0.75467986,-1.7729343,-2.1795647,"['The nevv life of Virginea declaring the former successe and present estate of that plantation, being the second part of Noua Britannia. Published by the authoritie of his Maiesties Counsell of Virginea.', 'Early English books online text creation partnership.']","['Johnson, Robert', 'Counseil for Virginia (England and Wales)']",[1612]
A20607,0.0,0.0,0.0,"[""Newes from Rome, Spalato's doome. O An epitome of the life and behaviour of M. Antonius de Dominis first Bishop of Segnia, afterwards Archbishop of Spalato; who about some seven or eight yeeres since came from Venice into England: and from thence by the practise and perswasion of the L. Gundamar, departed to Rome: and of late was imprisoned in the catle of Saint Angelo. Herein contained the reasons for which he was imprisoned, together with his miserable disastrous end."", 'Early English books online text creation partnership.']",[],[1624]
A12689,0.0,0.0,0.0,"['A true relation of that vvhich lately hapned to the great Spanish fleet, and galeons of Terra Firma in America With many strange deliueries of captaines, and souldiers in the tempest, and other remarkable accidents, worthy the obseruation. Also, a catalogue of those persons of account, which eyther perished in this tempest, or were miraculously preserued. Faithfully translated out of the Spanish originall, as it is printed and published in Madrid, Sevil, Lishbone, and other places.', 'Early English books online text creation partnership.  Navigations series.']",[],[1623]
A15469,0.0,0.0,0.0,"[""VVat VVilliams vvill Well-wishing Williams will and testament, which to the ballad-singer he hath sent, to be dispers'd to all good people kinde. That would doe well, and beare an honest minde. To the tune of, then let vs to Virginia goe.""]",[],[1635]
A12460,0.0,0.0,0.0,"['A description of New England: or The obseruations, and discoueries, of Captain Iohn Smith (admirall of that country) in the north of America, in the year of our Lord 1614 with the successe of sixe ships, that went the next yeare 1615; and the accidents befell him among the French men of warre: with the proofe of the present benefit this countrey affoords: whither this present yeare, 1616, eight voluntary ships are gone to make further tryall.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Pass, Simon van de']","[1616, 1616]"
A14005,-0.24212198,-1.6749823,-1.3987021,"['A theological discourse of the gracious and blessed coniunction of Christ and a sincere Christian. By Tho: Tuke Preacher of Gods word. The blessed virgin Mary brought foorth Christ, and the Catholique Church brings foorth all true Christians']","['Tuke, Thomas']","[1617, 1617]"
A11627,-0.09894288,-2.0119805,-1.2642492,"['The course of conformitie as it hath proceeded, is concluded, should be refused.']","['Scott, William', 'Calderwood, David', 'Melville, James']","[1622, 1621, 1621, 1621]"
A73707,0.39151245,-1.4630857,-1.413787,"['A plaine explanation of the vvhole Revelation of Saint John Very necessary and comfortable in these dayes of trouble and affliction in the church. Penned by a faithfull preacher, now with God, for more priuate vse, and now published for the further benefit of the people of God.', 'Early English books online text creation partnership.']","['Cartwright, Thomas']",[1622]
A69038,0.07275267,-1.4401904,-1.9319495,"['The theatre of Catolique and Protestant religion diuided into twelue bookes. Wherein the zealous Catholike may plainelie see, the manifest truth, perspicuitie, euident foundations and demonstrations of the Catholique religion; together with the motiues and causes, why he should perseuer therin. ... Written by I.C. student in diuinitie.']","['I. C., student in divinity.', 'Copinger, John', 'Colleton, John']",[1620]
A73706,0.44490907,-1.9528029,-1.4918268,"['Three profitable sermons. 1. A pastorall charge. 2. Christs Larum-bell. 3. The soules sentinell Preached at seuerall times vpon sundry occasions, by Richard Carpenter pastor of Sherwill in Devon.', 'Early English books online text creation partnership.']","['Carpenter, Richard']","[1617, 1616]"
A22213,0.0,0.0,0.0,"['[Brief for one-year collections to repair the church in Clare, Suffolk]']","['England and Wales. Sovereign (1603-1625 : James I)', 'James I, King of England']",[1619]
A11154,0.0,0.0,0.0,"[""A search for money. Or The lamentable complaint for the losse of the wandring knight, Mounsieur l'Argent Or come along with me, I know thou louest money. Dedicated to all those that lack money. By William Rovvley.""]","['Rowley, William']",[1609]
A12475,-0.028551595,-1.632049,-1.4416912,"['The communion of saincts A treatise of the fellowship that the faithful have with God, and his angels, and one with an other; in this present life. Gathered out of the holy Scriptures, by H.A.']","['Ainsworth, Henry']",[1607]
A12461,-0.5211287,-1.315608,-1.8952092,"['The generall historie of Virginia, New-England, and the Summer Isles with the names of the adventurers, planters, and governours from their first beginning. an⁰: 1584. to this present 1624. With the procedings of those severall colonies and the accidents that befell them in all their journyes and discoveries. Also the maps and descriptions of all those countryes, their commodities, people, government, customes, and religion yet knowne. Divided into sixe bookes. By Captaine Iohn Smith sometymes governour in those countryes & admirall of New England.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Barra, John']","[1624, 1624]"
B00963,0.0,0.0,0.0,"['An encouragement to colonies. By Sir William Alexander, knight..']","['Stirling, William Alexander', 'Stansby, William']",[1625]
A11395,0.4848623,-1.5115548,-2.0009692,"['Du Bartas his deuine weekes and workes translated: and dedicated to the Kings most excellent Maiestie by Iosuah Syluester', 'Sepmaine. English']","['Du Bartas, Guillaume de Salluste', 'Sylvester, Josuah', 'Pibrac, Guy du Faur', 'La Noue, Odet de', 'Hudson, Thomas', 'Hole, William']",[1611]
A72801,0.0,0.0,0.0,"['Londons lotterie with an incouragement to the furtherance thereof  for the good of Virginia, and the benefite of this our natiue countrie, wishing good fortune to all that venture in the same[.] To the tune of Lusty Gallant.']",[],[1612]
A15093,-0.21584219,-0.4929854,-1.0997876,"['The way to the true church wherein the principall motiues perswading according to Romanisme and questions touching the nature and authoritie of the church and scriptures, are familiarly disputed, and driuen to their issues, where, this day they sticke betweene the Papists and vs: contriued into an answer to a popish discourse concerning the rule of faith and the marks of the church. And published to admonish such as decline to papistrie of the weake and vncertaine grounds, whereupon they haue ventured their soules. Directed to all that seeke for resolution: and especially to his louing countrimen of Lancashire. By Iohn White minister of Gods word at Eccles. For the finding out of the matter and questions handled, there are three tables: two in the beginning, and one in the end of the booke.']","['White, John']",[1608]
A14399,0.0,0.0,0.0,"['Concerning the excommunication of the Venetians a discourse against Cæsar Baronius Cardinall of the Church of Rome In which the true nature and vse of excommunication is briefly and cleerly demonstrated, both by testimonies of Holy Scripture, and from the old records of Christs Church. Written in Latine by Nicolas Vignier, and translated into English after the copie printed at Samur 1606. Whereunto is added the Bull of Pope Paulus the Fift, against the Duke, Senate and Commonwealth of Venice: with the protestation of the sayd Duke and Senate. As also an apologie of Frier Paul of the order of Serui in Venice.', 'De Venetorum excommunicatione, adversus Caesarem Baronium. English']","['Vignier, Nicolas.', 'Sarpi, Paolo', 'Baronio, Cesare', 'Catholic Church. Pope (1605-1621 : Paul V)', 'Venice (Republic : to 1797). Doge (1606-1612 : Donato)']",[1607]
A20766,-0.09074098,-1.3632624,-2.1306667,"['The summe of sacred diuinitie briefly & methodically propounded : more largly & cleerely handled and explaned / published by John Downame ...', 'Early English books online text creation partnership.']","['Downame, John']",[1625]
A15050,0.0,0.0,0.0,"['Good nevves from Virginia Sent to the Counsell and Company of Virginia, resident in England. From Alexander Whitaker, the minister of Henrico in Virginia. Wherein also is a narration of the present state of that countrey, and our colonies there. Perused and published by direction from that Counsell. And a preface prefixed of some matters touching that plantation, very requisite to be made knowne.', 'Early English books online text creation partnership.  Navigations series.']","['Whitaker, Alexander', 'Crashaw, William', 'Virginia Company of London.', 'Counseil for Virginia (England and Wales)']","[1613, 1612]"
A11791,0.0,0.0,0.0,"['Nevves from Pernassus The politicall touchstone, taken from Mount Pernassus: whereon the governments of the greatest monarchies of the world are touched.']","['Scott, Thomas', 'Boccalini, Traiano']",[1622]
A00688,0.0,0.0,0.0,"['Terra australis incognita, or A new southerne discouerie, containing a fifth part of the vvorld. Lately found out by Ferdinand de Quir, a Spanish captaine. Neuer before published. Translated by W.B.', 'Relacion de un memorial que ha presentado Pedro Fernandez de Quir. English', 'Early English books online text creation partnership.  Navigations series.']","['Queirós, Pedro Fernandes de', 'W. B.']",[1617]
A68246,0.0,0.0,0.0,"['His Maiesties gracious letter to the Earle of South-Hampton, treasurer, and to the Councell and Company of Virginia heere commanding the present setting vp of silke works, and planting of vines in Virginia. And the letter of the treasurer, Councell, and Company, to the gouernour and Councell of State there, for the strict execution of his Maiesties royall commands herein. Also a treatise of the art of making silke ... Together with instructions how to plant and dresse vines, and to make wine, and how to dry raisins, figs, and other fruits ... Set foorth for the benefit of the two renowned and most hopefull sisters, Virginia, and the Summer-Ilands. By Iohn Bonoeil Frenchman, seruant in these imployments to his most excellent Maiesty of Great Brittaine, France, Ireland, Virginia, and the Summer-Ilands. Published by authority.']","['Bonoeil, John.', 'Southampton, Henry Wriothesley', 'England and Wales. Sovereign (1603-1625 : James I).', 'Virginia Company of London.', 'Counseil for Virginia (England and Wales)']",[1622]
A21108,0.0916962,-2.2641072,-2.475326,"['A plaine path-vvay to plantations that is, a discourse in generall, concerning the plantation of our English people in other countries. Wherein is declared, that the attempts or actions, in themselues are very good and laudable, necessary also for our country of England. Doubts thereabout are answered: and some meanes are shewed, by which the same may, in better sort then hitherto, be prosecuted and effected. Written for the perswading and stirring vp of the people of this land, chiefly the poorer and common sort to affect and effect these attempts better then yet they doe. With certaine motiues for a present plantation in New-found land aboue the rest. Made in the manner of a conference, and diuided into three parts, for the more plainnesse, ease, and delight to the reader. By Richard Eburne of Hengstridge in the countie of Somerset.']","['Eburne, Richard.']",[1624]
A20202,-0.11110008,-1.3004729,-0.80307126,"['The plaine mans path-way to heauen Wherein euery man may cleerely see, whether he shall be saued or damned. Set forth dialogue-wise, for the better vnderstanding of the simple: By Arthur Dent, preacher of the vvord of God at South-Shoobery in Essex. Corrected and amended: vvith a table of all the principall matters; and three prayers necessarie to be vsed in priuate families thereunto added.', 'Plaine mans path-way to heaven']","['Dent, Arthur']",[1607]
A16968,0.4543039,-1.8808728,-1.517311,"['A declaration vnto the Lordes, of the Iewes desire these fiftene yeres for Ebrew explication of our Greke gospell hindered by a brase of wicked selly D.D.: wherof the God of Iewes & Gentiles hath payd the one: & will pay the other: when he hath detected who he is.']","['Broughton, Hugh']",[1611]
A22439,0.0,0.0,0.0,['By the King a proclamation touching the sealing of tobacco.'],"['England and Wales. Sovereign (1625-1649 : Charles I)', 'James I, King of England']",[1627]
A22363,0.0,0.0,0.0,['By the King a proclamation for setling the plantation of Virginia.'],"['England and Wales. Sovereign (1625-1649 : Charles I)', 'Charles I, King of England']",[1625]
B13489,1.1814983,-1.4068184,-1.5364403,"['An ansvver to the ten counter demands propounded by T. Drakes, Preacher of the Word at H. and D. in the county of Essex. By Will. Euring', 'Early English books online text creation partnership.']","['Euring, William.']",[1619]
A16207,0.0,0.0,0.0,"['A direction for the plantation in Vlster Contayning in it, sixe principall thinges, viz. 1. The securing of that wilde contrye to the crowne of England. 2. The withdrawing of all the charge of the garrison and men of warre. 3. The rewarding of the old seruitors to their good content. 4. The means how to increase the reuenue to the Crowne, with a yearely very great summe. 5. How to establish the puritie of religion there. 6. And how the vndertakers may with securitie be inriched.']","['Blenerhasset, Thomas.']",[1610]
A19691,0.16423318,-1.4712999,-1.3391194,"['A sermon preached at White-hall, on Easter day the 16. of April. 1620. By the Bishop of Winchester']","['Andrewes, Lancelot']",[1620]
A07524,0.0,0.0,0.0,['The roaring girle. Or Moll Cut-Purse As it hath lately beene acted on the Fortune-stage by the Prince his Players. Written by T. Middleton and T. Dekkar.'],"['Middleton, Thomas', 'Dekker, Thomas']",[1611]
A11408,0.2912176,-2.404133,-1.0771328,"[""Part of Du Bartas English and French, and in his owne kinde of verse, so neare the French Englished, as may teach an English-man French, or a French-man English. With the commentary of S.G. S. By William L'Isle of Wilburgham, Esquier for the Kings body."", 'Seconde sepmaine. Day 2. English']","['Du Bartas, Guillaume de Salluste', 'Lisle, William', 'Goulart, Simon']",[1625]
A20158,-0.54755044,-1.179733,-1.1217511,"['A three-fold resolution, verie necessarie to saluation Describing earths vanitie. Hels horror. Heauens felicitie. By Iohn Denison Batchelour in Diuinitie.', 'Early English books online text creation partnership.']","['Denison, John']",[1608]
A15685,-0.92095405,-1.2354192,0.30459327,"['Nevv Englands prospect· A true, lively, and experimentall description of that part of America, commonly called Nevv England: discovering the state of that countrie, both as it stands to our new-come English planters; and to the old native inhabitants. Laying downe that which may both enrich the knowledge of the mind-travelling reader, or benefit the future voyager. By William Wood.', 'Early English books online text creation partnership.  Navigations series.']","['Wood, William']",[1634]
B15167,0.4934185,-1.2390972,-1.5095274,"['A plaine exposition vpon the whole thirteenth, fourteenth, fifteenth, and sixteenth chapters of the Epistle of Saint Paul to the Romanes Wherein the text is diligently and methodically resolued, the sense giuen, and many doctrines thence gathered, are by liuely vses applied for the benefit of Gods children. Performed with much varietie, and conuenient breuitie, by Elnathan Parr Bachelor in Diuinity, and preacher of Gods word. To which is prefixed an alphabeticall table, containing the chiefe points and doctrines handled in the booke.', 'Early English books online text creation partnership.']","['Parr, Elnathan']",[1622]
A12317,-0.24106048,-1.9325182,-0.71650344,"['The history of Great Britanie from the first peopling of this island to this present raigne of or [sic] happy and peacefull monarke K: Iames, by Will: Slatyer.']","['Slatyer, William']",[1621]
A12471,0.0,0.0,0.0,"['The true travels, adventures, and observations of Captaine Iohn Smith, in Europe, Asia, Affrica, and America, from anno Domini 1593. to 1629 His accidents and sea-fights in the straights; his service and stratagems of warre in Hungaria, Transilvania, Wallachia, and Moldavia, against the Turks, and Tartars ... After how he was taken prisoner by the Turks, sold for a slave ... and escaped ... Together with a continuation of his generall History of Virginia, Summer-Iles, New England, and their proceedings, since 1624. to this present 1629; as also of the new plantations of the great river of the Amazons, the iles of St. Christopher, Mevis, and Barbados in the West Indies. All written by actuall authours, whose names you shall finde along the history.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Cecil, Thomas']",[1630]
A22216,0.0,0.0,0.0,"['By the King, a proclamation to restraine the planting of tobacco in England and VVales']","['England and Wales. Sovereign (1603-1625 : James I)', 'James I, King of England']",[1619]
A68445,0.0,0.0,0.0,"['The triumphs of King Iames the First, of Great Brittaine, France, and Ireland, King; defender of the faith Published vpon his Maiesties aduertisement to all the kings, princes, and potentates of Christendome, and confirmed by the wonderfull workes of God, declared in his life. Deuoted, dedicated, and consecrated to the most excellent prince Henry Prince of Wales.']","['Marcelline, George.']",[1610]
A12470,0.0,0.0,0.0,"['A true relation of such occurrences and accidents of noate as hath hapned in Virginia since the first planting of that collony, which is now resident in the south part thereof, till the last returne from thence written by Captaine Smith [Cor]one[ll] of the said collony, to a worshipfull friend of his in England.']","['Smith, John']",[1608]
A12458,0.006307671,-1.3563203,-1.7171874,"['Advertisements for the unexperienced planters of New-England, or any where. Or, The path-way to experience to erect a plantation With the yearely proceedings of this country in fishing and planting, since the yeare 1614. to the yeare 1630. and their present estate. Also how to prevent the greatest inconveniences, by their proceedings in Virginia, and other plantations, by approved examples. With the countries armes, a description of the coast, harbours, habitations, land-markes, latitude and longitude: with the map, allowed by our royall King Charles. By Captaine Iohn Smith, sometimes governour of Virginia, and admirall of Nevv-England.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Pass, Simon van de']",[1631]
A73267,0.08448424,-1.7408866,-1.7022598,"['The dignitie of Gods children. Or An exposition of 1. Iohn 3. 1.2.3 Plentifully shewing the comfortable, happie, and most blessed state of all Gods children, and also on the contrarie, the base, fearefull, and most wofull condition of all other that are not the children of God.']","['Stoughton, Thomas.']","[1610, 1610]"
A04762,0.0,0.0,0.0,"['That vvhich seemes best is worst Exprest in a paraphrastical transcript of Iuuenals tenth satyre. Together with the tragicall narration of Virginias death interserted. By W.B.', 'Satura 10. English']","['Juvenal.', 'Barksted, William', 'W. B.']","[1617, 1612]"
A08164,0.0,0.0,0.0,"['A tru[e] relati[on] of the pro[cee]dings of the Bauarian and Spa[nish] forces before the city Heydelburgh hauing very strongly besiedged it. As also, the marching of the King of Bohemia and Count Mansfield, with their forces into Alsatia, belonging to Leopoldus the emperours brother, and the Duke of Brunsvvicke into Bauaria. Likewise, the newes from most of the prouinces of Europe, that therein you may behold, the afflicted estate of Christendome, with the various changes whereunto man is subiected.', 'Early English books online text creation partnership.  Navigations series.']",[],[1622]
A15069,0.0,0.0,0.0,"['A discourse and discouery of Nevv-found-land with many reasons to prooue how worthy and beneficiall a plantation may there be made, after a far better manner than now it is. Together with the laying open of certaine enormities and abuses commited by some that trade to that countrey, and the meanes laide downe for reformation thereof. Written by Captaine Richard Whitbourne of Exmouth, in the county of Deuon, and published by authority.', 'Early English books online text creation partnership.  Navigations series.']","['Whitbourne, Richard']",[1620]
A02059,0.0,0.0,0.0,['A good speed to Virginia'],"['Gray, Robert']","[1609, 1609]"
B00838,0.0,0.0,0.0,"['Whereas [Henry Erle of Huntingdon] hath paid in ready mony to Sir Thomas Smith Knight, Treasurer of Virginea [sic], the somme of [fortye powndes] for his aduentures towards the said voiage ... Written this [forth] of [Aprill] Anno Domini 1610.']",['Virginia Company.'],[1610]
A08210,0.0,0.0,0.0,"['Sir Francis Drake reuiued calling vpon this dull or effeminate age, to folowe his noble steps for golde & siluer, by this memorable relation, of the rare occurrances (neuer yet declared to the world) in a third voyage, made by him into the West-Indies, in the yeares 72. & 73. when Nombre de Dios was by him and 52. others only in his company, surprised. Faithfully taken out of the reporte of M· Christofer Ceely, Ellis Hixon, and others, who were in the same voyage with him. By Philip Nichols, preacher. Reviewed also by Sr. Francis Drake himselfe before his death, & much holpen and enlarged, by diuers notes, with his owne hand here and there inserted. Set forth by Sr Francis Drake Baronet (his nephew) now liuing.', 'Early English books online text creation partnership.  Navigations series.']","['Nichols, Philip.', 'Drake, Francis']","[1626, 1592]"
A18981,-0.49596617,-1.9301877,-1.5123965,"['The true ancient Roman Catholike Being an apology or counterproofe against Doctor Bishops Reproofe of the defence of the Reformed Catholike. The first part. Wherein the name of Catholikes is vindicated from popish abuse, and thence is shewed that the faith of the Church of Rome as now it is, is not the Catholike faith ... By Robert Abbot ...', 'Early English books online text creation partnership.']","['Abbot, Robert']",[1611]
A89915,0.66380733,-1.9965032,-1.0663631,"['An exposition vpon the Epistle to the Colossians Wherein, not onely the text is methodically analysed, and the sence of the words, by the help of writers, both ancient and moderne is explayned: but also, by doctrine and vse, the intent of the holy Ghost is in euery place more fully vnfolded and vrged. ... Being, the substance of neare seuen yeeres weeke-dayes sermons, of N. Byfield, late one of the preachers for the citie of Chester.', 'Early English books online text creation partnership.']","['Byfield, Nicholas']",[1617]
A12738,0.16966923,-1.6420742,-1.3159338,"['The history of Great Britaine under the conquests of ye Romans, Saxons, Danes and Normans Their originals, manners, warres, coines & seales: with ye successions, lives, acts & issues of the English monarchs from Iulius Cæsar, to our most gracious soueraigne King Iames. by Iohn Speed.']","['Speed, John', 'Schweitzer, Christoph']",[1611]
A08172,0.0,0.0,0.0,"['An apology for vvomen: or, Womens defence. Pend by C.N. late of Albane Hall in Oxon', 'Early English books online text creation partnership.']",['C. N. (Christopher Newstead)'],[1620]
A73259,0.0,0.0,0.0,"['The free customes, benefits and priviledges of the copyhold tennants, of the mannors of Stepny and Hackny in the countie of Middlesex within this composition Before which is prefixed an abstract or briefe relation of the assurance given by the Right Honorable Thomas Lord Wentworth lord of both the said mannors, vnto his lordships said tennants (within this composition) for the ratifying and perpetuall establishing of the same. Whereunto two tables alphabeticall are fitted, the one containing the names of the said copyhold tenants, now hauing compounded: the other (with the marginall notes in the booke) serueth for the ready finding of any note worthy matter herein contained.', 'Auncient severall customes, of the severall mannors of Stebbunhuth, and Hackney, 1587.']",[],[1617]
