File Name,Projection #1,Projection #2,Projection #3,Manuscript Title,Author,Publication Year
A18429,0.46795955,0.14751774,-0.7174148,"[""Hallelu-jah: or, King David's shrill trumpet, sounding a loude summons to the whole world, to praise God Delivered by way of commentarie and plaine exposition vpon the CXVII. Psalme. By Richard Chapman, minister of the Word of God at Hunmanbie in Yorkshire.""]","['Chapman, Richard']",[1635]
A01622,0.68738467,-1.4482367,1.1696911,['The herball or Generall historie of plantes. Gathered by Iohn Gerarde of London Master in Chirurgerie very much enlarged and amended by Thomas Iohnson citizen and apothecarye of London'],"['Gerard, John', 'Johnson, Thomas', 'Payne, John', 'Dodoens, Rembert']","[1633, 1597, 1597, 1597, 1633]"
A20607,0.0,0.0,0.0,"[""Newes from Rome, Spalato's doome. O An epitome of the life and behaviour of M. Antonius de Dominis first Bishop of Segnia, afterwards Archbishop of Spalato; who about some seven or eight yeeres since came from Venice into England: and from thence by the practise and perswasion of the L. Gundamar, departed to Rome: and of late was imprisoned in the catle of Saint Angelo. Herein contained the reasons for which he was imprisoned, together with his miserable disastrous end."", 'Early English books online text creation partnership.']",[],[1624]
A71306,0.045615405,-0.88373244,0.023511741,"['Purchas his pilgrimes. part 4 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.', 'Early English books online text creation partnership.  Navigations series.']","['Purchas, Samuel']","[1625, 1581, 1602, 1619]"
A15469,0.8449613,-0.12206,-0.57087106,"[""VVat VVilliams vvill Well-wishing Williams will and testament, which to the ballad-singer he hath sent, to be dispers'd to all good people kinde. That would doe well, and beare an honest minde. To the tune of, then let vs to Virginia goe.""]",[],[1635]
A12460,1.0437565,-0.13275538,-0.055592645,"['A description of New England: or The obseruations, and discoueries, of Captain Iohn Smith (admirall of that country) in the north of America, in the year of our Lord 1614 with the successe of sixe ships, that went the next yeare 1615; and the accidents befell him among the French men of warre: with the proofe of the present benefit this countrey affoords: whither this present yeare, 1616, eight voluntary ships are gone to make further tryall.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Pass, Simon van de']","[1616, 1616]"
A14005,0.0,0.0,0.0,"['A theological discourse of the gracious and blessed coniunction of Christ and a sincere Christian. By Tho: Tuke Preacher of Gods word. The blessed virgin Mary brought foorth Christ, and the Catholique Church brings foorth all true Christians']","['Tuke, Thomas']","[1617, 1617]"
A69038,1.529958,1.7508472,-0.77718025,"['The theatre of Catolique and Protestant religion diuided into twelue bookes. Wherein the zealous Catholike may plainelie see, the manifest truth, perspicuitie, euident foundations and demonstrations of the Catholique religion; together with the motiues and causes, why he should perseuer therin. ... Written by I.C. student in diuinitie.']","['I. C., student in divinity.', 'Copinger, John', 'Colleton, John']",[1620]
A73706,1.043631,-0.12707178,-0.62068206,"['Three profitable sermons. 1. A pastorall charge. 2. Christs Larum-bell. 3. The soules sentinell Preached at seuerall times vpon sundry occasions, by Richard Carpenter pastor of Sherwill in Devon.', 'Early English books online text creation partnership.']","['Carpenter, Richard']","[1617, 1616]"
A22213,2.4330776,-0.16967237,-0.5132511,"['[Brief for one-year collections to repair the church in Clare, Suffolk]']","['England and Wales. Sovereign (1603-1625 : James I)', 'James I, King of England']",[1619]
A11154,1.8321567,0.43587074,-0.93575245,"[""A search for money. Or The lamentable complaint for the losse of the wandring knight, Mounsieur l'Argent Or come along with me, I know thou louest money. Dedicated to all those that lack money. By William Rovvley.""]","['Rowley, William']",[1609]
A12461,-0.066939056,-0.4367704,-0.59835345,"['The generall historie of Virginia, New-England, and the Summer Isles with the names of the adventurers, planters, and governours from their first beginning. an⁰: 1584. to this present 1624. With the procedings of those severall colonies and the accidents that befell them in all their journyes and discoveries. Also the maps and descriptions of all those countryes, their commodities, people, government, customes, and religion yet knowne. Divided into sixe bookes. By Captaine Iohn Smith sometymes governour in those countryes & admirall of New England.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Barra, John']","[1624, 1624]"
B00963,1.9299357,0.34820977,-0.6344975,"['An encouragement to colonies. By Sir William Alexander, knight..']","['Stirling, William Alexander', 'Stansby, William']",[1625]
A71307,1.8248392,0.2556312,-0.56004184,"['Purchas his pilgrimes. part 2 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.']","['Purchas, Samuel']","[1625, 1600, 1596, 1013, 1583, 1583, 1583, 1583, 1622, 1623, 1622, 1621, 1622, 1622, 1622, 1622, 1622]"
A72801,1.5445626,0.30808428,-0.8025453,"['Londons lotterie with an incouragement to the furtherance thereof  for the good of Virginia, and the benefite of this our natiue countrie, wishing good fortune to all that venture in the same[.] To the tune of Lusty Gallant.']",[],[1612]
A06789,1.353096,-0.34564534,-0.46982434,"['The maintenance of free trade according to the three essentiall parts of traffique; namely, commodities, moneys and exchange of moneys, by bills of exchanges for other countries, or, An answer to a treatise of free trade, or the meanes to make trade flourish, lately published. ... By Gerard Malynes merchant.']","['Malynes, Gerard']",[1622]
A01743,0.96085334,-0.4114991,-0.36753687,"['The sacred philosophie of the Holy Scripture, laid downe as conclusions on the articles of our faith, commonly called the Apostles Creed Proved by the principles or rules taught and received in the light of understanding. Written by Alexander Gil, Master of Pauls Schole.']","['Gill, Alexander']","[1635, 1634, 1601]"
A15050,0.8324801,-0.030505525,-0.22752586,"['Good nevves from Virginia Sent to the Counsell and Company of Virginia, resident in England. From Alexander Whitaker, the minister of Henrico in Virginia. Wherein also is a narration of the present state of that countrey, and our colonies there. Perused and published by direction from that Counsell. And a preface prefixed of some matters touching that plantation, very requisite to be made knowne.', 'Early English books online text creation partnership.  Navigations series.']","['Whitaker, Alexander', 'Crashaw, William', 'Virginia Company of London.', 'Counseil for Virginia (England and Wales)']","[1613, 1612]"
A68246,1.0032358,-0.35160482,0.18094808,"['His Maiesties gracious letter to the Earle of South-Hampton, treasurer, and to the Councell and Company of Virginia heere commanding the present setting vp of silke works, and planting of vines in Virginia. And the letter of the treasurer, Councell, and Company, to the gouernour and Councell of State there, for the strict execution of his Maiesties royall commands herein. Also a treatise of the art of making silke ... Together with instructions how to plant and dresse vines, and to make wine, and how to dry raisins, figs, and other fruits ... Set foorth for the benefit of the two renowned and most hopefull sisters, Virginia, and the Summer-Ilands. By Iohn Bonoeil Frenchman, seruant in these imployments to his most excellent Maiesty of Great Brittaine, France, Ireland, Virginia, and the Summer-Ilands. Published by authority.']","['Bonoeil, John.', 'Southampton, Henry Wriothesley', 'England and Wales. Sovereign (1603-1625 : James I).', 'Virginia Company of London.', 'Counseil for Virginia (England and Wales)']",[1622]
A21108,1.4489448,-0.39013627,-0.37692544,"['A plaine path-vvay to plantations that is, a discourse in generall, concerning the plantation of our English people in other countries. Wherein is declared, that the attempts or actions, in themselues are very good and laudable, necessary also for our country of England. Doubts thereabout are answered: and some meanes are shewed, by which the same may, in better sort then hitherto, be prosecuted and effected. Written for the perswading and stirring vp of the people of this land, chiefly the poorer and common sort to affect and effect these attempts better then yet they doe. With certaine motiues for a present plantation in New-found land aboue the rest. Made in the manner of a conference, and diuided into three parts, for the more plainnesse, ease, and delight to the reader. By Richard Eburne of Hengstridge in the countie of Somerset.']","['Eburne, Richard.']",[1624]
A16968,1.528132,-0.5645501,-0.34237748,"['A declaration vnto the Lordes, of the Iewes desire these fiftene yeres for Ebrew explication of our Greke gospell hindered by a brase of wicked selly D.D.: wherof the God of Iewes & Gentiles hath payd the one: & will pay the other: when he hath detected who he is.']","['Broughton, Hugh']",[1611]
A17337,1.2188185,-0.07429569,-0.5216864,"['The orator handling a hundred seuerall discourses, in forme of declamations: some of the arguments being drawne from Titus Liuius and other ancient vvriters, the rest of the authors owne inuention: part of which are of matters happened in our age. Written in French by Alexander Siluayn, and Englished by L.P.', 'Epitomes des cent histoires tragicques. English']","['Le Sylvain, ca. 1535-ca. 1585.', 'Pyott, Lazarus.', 'Munday, Anthony']",[1596]
A03418,0.0,0.0,0.0,['A letter to Mr. T.H. late minister: now fugitiue: from Sir Edvvard Hoby Knight. In answere of his first Motiue'],"['Hoby, Edward']","[1609, 1609]"
A18028,1.4724336,-0.32293192,-0.11519058,"['Geographie delineated forth in two bookes Containing the sphericall and topicall parts thereof, by Nathanael Carpenter, Fellow of Exceter Colledge in Oxford.']","['Carpenter, Nathanael']",[1635]
A22363,0.2996455,-0.06307747,-0.5617731,['By the King a proclamation for setling the plantation of Virginia.'],"['England and Wales. Sovereign (1625-1649 : Charles I)', 'Charles I, King of England']",[1625]
B13489,1.2262024,0.60101855,-0.36124194,"['An ansvver to the ten counter demands propounded by T. Drakes, Preacher of the Word at H. and D. in the county of Essex. By Will. Euring', 'Early English books online text creation partnership.']","['Euring, William.']",[1619]
A01009,1.4301593,0.12546575,-0.34260574,"['Purgatories triumph ouer hell maugre the barking of Cerberus in Syr Edvvard Hobyes Counter-snarle. Described in a letter to the sayd knight, from I.R. authour of the answere vnto the Protestants pulpit babels.']","['Floyd, John', 'Jenison, Robert']",[1613]
A17119,1.4797311,-0.32134813,-0.3748982,"['Daphnis polystephanos An eclog treating of crownes, and of garlandes, and to whom of right they appertaine. Addressed, and consecrated to the Kings Maiestie. By G.B. Knight.']","['Buck, George', 'I. W. S., artist.', 'Woutneel, Ioan']",[1605]
A15097,0.14734153,-0.8628016,-0.35469538,"['The planters plea· Or The grounds of plantations examined, and vsuall objections answered Together with a manifestation of the causes mooving such as have lately vndertaken a plantation in Nevv-England: for the satisfaction of those that question the lawfulnesse of the action.']","['White, John']",[1630]
A07524,1.6548805,-0.27525762,-0.123952314,['The roaring girle. Or Moll Cut-Purse As it hath lately beene acted on the Fortune-stage by the Prince his Players. Written by T. Middleton and T. Dekkar.'],"['Middleton, Thomas', 'Dekker, Thomas']",[1611]
A04763,1.8469863,0.13283406,-1.0514764,['The trades increase'],"['Kayll, Robert.', 'J. R. (John Roberts)']",[1615]
A12698,0.3428243,0.574339,-0.75272757,"['The poore orphans court, or Orphans cry. By M.S. Being a wel-wisher for a speedy helpe of their misery, and an eye-witnesse of their present calamitie']","['Sparke, Michael']",[1636]
A20158,0.90433335,-0.56666845,-0.6405608,"['A three-fold resolution, verie necessarie to saluation Describing earths vanitie. Hels horror. Heauens felicitie. By Iohn Denison Batchelour in Diuinitie.', 'Early English books online text creation partnership.']","['Denison, John']",[1608]
A15685,0.57041615,0.021996737,-0.946897,"['Nevv Englands prospect· A true, lively, and experimentall description of that part of America, commonly called Nevv England: discovering the state of that countrie, both as it stands to our new-come English planters; and to the old native inhabitants. Laying downe that which may both enrich the knowledge of the mind-travelling reader, or benefit the future voyager. By William Wood.', 'Early English books online text creation partnership.  Navigations series.']","['Wood, William']",[1634]
A12317,0.509652,0.22413066,-0.18161513,"['The history of Great Britanie from the first peopling of this island to this present raigne of or [sic] happy and peacefull monarke K: Iames, by Will: Slatyer.']","['Slatyer, William']",[1621]
A12471,0.485224,-0.37059698,-0.3671554,"['The true travels, adventures, and observations of Captaine Iohn Smith, in Europe, Asia, Affrica, and America, from anno Domini 1593. to 1629 His accidents and sea-fights in the straights; his service and stratagems of warre in Hungaria, Transilvania, Wallachia, and Moldavia, against the Turks, and Tartars ... After how he was taken prisoner by the Turks, sold for a slave ... and escaped ... Together with a continuation of his generall History of Virginia, Summer-Iles, New England, and their proceedings, since 1624. to this present 1629; as also of the new plantations of the great river of the Amazons, the iles of St. Christopher, Mevis, and Barbados in the West Indies. All written by actuall authours, whose names you shall finde along the history.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Cecil, Thomas']",[1630]
A22216,0.6984623,-0.5210183,-0.644772,"['By the King, a proclamation to restraine the planting of tobacco in England and VVales']","['England and Wales. Sovereign (1603-1625 : James I)', 'James I, King of England']",[1619]
A01395,1.1453174,-0.46008965,-0.7182996,"['The glory of England, or A true description of many excellent prerogatiues and remarkeable blessings, whereby she triumpheth ouer all the nations of the world vvith a iustifiable comparison betweene the eminent kingdomes of the earth, and herselfe: plainely manifesting the defects of them all in regard of her sufficiencie and fulnesse of happinesse. By T.G.', 'Early English books online text creation partnership.  Navigations series.']","['Gainsford, Thomas']",[1618]
A12470,0.9538844,0.12929074,-0.40837273,"['A true relation of such occurrences and accidents of noate as hath hapned in Virginia since the first planting of that collony, which is now resident in the south part thereof, till the last returne from thence written by Captaine Smith [Cor]one[ll] of the said collony, to a worshipfull friend of his in England.']","['Smith, John']",[1608]
A12458,0.111772954,-0.22446555,-0.23176762,"['Advertisements for the unexperienced planters of New-England, or any where. Or, The path-way to experience to erect a plantation With the yearely proceedings of this country in fishing and planting, since the yeare 1614. to the yeare 1630. and their present estate. Also how to prevent the greatest inconveniences, by their proceedings in Virginia, and other plantations, by approved examples. With the countries armes, a description of the coast, harbours, habitations, land-markes, latitude and longitude: with the map, allowed by our royall King Charles. By Captaine Iohn Smith, sometimes governour of Virginia, and admirall of Nevv-England.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Pass, Simon van de']",[1631]
A03233,0.53455305,-0.99250275,0.11600083,"['Londini status pacatus: or, Londons peaceable estate Exprest in sundry triumphs, pageants, and shewes, at the innitiation of the right Honourable Henry Garvvay, into the Majoralty of the famous and farre renowned city London. All the charge and expence, of the laborious projects both by water and land, being the sole undertakings of the Right Worshipfull Society of Drapers. Written by Thomas Heyvvood.']","['Heywood, Thomas']",[1639]
A04762,0.27062476,-0.1328028,-0.62378633,"['That vvhich seemes best is worst Exprest in a paraphrastical transcript of Iuuenals tenth satyre. Together with the tragicall narration of Virginias death interserted. By W.B.', 'Satura 10. English']","['Juvenal.', 'Barksted, William', 'W. B.']","[1617, 1612]"
A02475,1.0238857,-0.39431265,-0.11812114,"['Visiones rerum. = The visions of things. Or Foure poems 1. Principium & mutabilitas rerum. Or, the beginning and mutabilitie of all things. 2. Cursus & ordo rerum. Or, art and nature. 3. Opineo & ratione rerum. Or, wealth and pouertie. 4. Malum & finis rerum. Or, sinne and vertue, concluding with the last Iudgement and end of all things. Wherein the author expresseth his inuention by way of dreame. By Iohn Hagthorpe Gent.']","['Hagthorpe, John.']",[1623]
A08164,0.56269497,-0.08328755,-0.95080185,"['A tru[e] relati[on] of the pro[cee]dings of the Bauarian and Spa[nish] forces before the city Heydelburgh hauing very strongly besiedged it. As also, the marching of the King of Bohemia and Count Mansfield, with their forces into Alsatia, belonging to Leopoldus the emperours brother, and the Duke of Brunsvvicke into Bauaria. Likewise, the newes from most of the prouinces of Europe, that therein you may behold, the afflicted estate of Christendome, with the various changes whereunto man is subiected.', 'Early English books online text creation partnership.  Navigations series.']",[],[1622]
A01975,0.28597012,-0.3854776,-0.48237133,"['A guide to goe to God: or, An explanation of the perfect patterne of prayer, the Lords prayer. By William Gouge, B. in D. and minister of Gods Word in Black-Friers London']","['Gouge, William']","[1626, 1625]"
A07492,1.6401229,-0.3363928,-0.32818955,['Blurt master-constable. Or The Spaniards night-walke As it hath bin sundry times priuately acted by the Children of Paules.'],"['Dekker, Thomas', 'Middleton, Thomas']",[1602]
A03192,-0.1349466,-0.1455061,-0.1749334,['A curtaine lecture as it is read by a countrey farmers wife to her good man. By a countrey gentlewoman or lady to her esquire or knight. By a souldiers wife to her captain or lievtenant. By a citizens or tradesmans wife to her husband. By a court lady to her lord. Concluding with an imitable lecture read by a queene to her soveraigne lord and king.'],"['Heywood, Thomas']",[1637]
A15069,1.1034214,-0.1378451,-0.22695199,"['A discourse and discouery of Nevv-found-land with many reasons to prooue how worthy and beneficiall a plantation may there be made, after a far better manner than now it is. Together with the laying open of certaine enormities and abuses commited by some that trade to that countrey, and the meanes laide downe for reformation thereof. Written by Captaine Richard Whitbourne of Exmouth, in the county of Deuon, and published by authority.', 'Early English books online text creation partnership.  Navigations series.']","['Whitbourne, Richard']",[1620]
A14439,0.29634106,-0.1973676,-0.006419925,"['A true relation of the late battell fought in New England, between the English, and the salvages vvith the present state of things there.']","['Vincent, Philip']",[1637]
A00699,0.0,0.0,0.0,['The worth of women'],"['Ferrers, Richard.']","[1622, 1622]"
A02059,0.98001546,-0.0768052,-0.49318233,['A good speed to Virginia'],"['Gray, Robert']","[1609, 1609]"
A08172,1.108903,0.0029807612,-0.47777018,"['An apology for vvomen: or, Womens defence. Pend by C.N. late of Albane Hall in Oxon', 'Early English books online text creation partnership.']",['C. N. (Christopher Newstead)'],[1620]
A18407,1.0933415,-0.50088155,-0.5150658,['Eastward hoe As it was playd in the Black-friers. By the Children of her Maiesties Reuels. Made by George Chapman. Ben: Ionson. Ioh: Marston.'],"['Chapman, George', 'Jonson, Ben', 'Marston, John']",[1605]
B08135,0.0,0.0,0.0,"['A treatise of penance, with an explication of the rule, and maner of liuing, of the brethren and sisters, of the Third Order of S. Frauncis; commonly called, of the Order of Penance, ordayned for those which desire to liue holilie. and doe penance in their owne houses. / by F.  W.S. Strict Obser. ;  Whereunto is added, the epistle and annotations vpon this rule, of the Reuerend Father, Fa. Peter Gonzales ... With a catalogue made by him, of the names of the chiefe persons of this order, aswell canonized saincts, as beatified, with the other honorable and worthy persons, who for their vertuous deeds, and holinesse of life, are cronacled to their perpetuall memory here in earth, and no doubt to their euerlasting glorie in heauen..']","['Stanney, William.', 'Gonzales de Mendoza, Pedro.']","[1617, 1616, 1616, 1617]"
A12466,0.2958857,-0.09427259,-0.85828185,"['A map of Virginia VVith a description of the countrey, the commodities, people, government and religion. VVritten by Captaine Smith, sometimes governour of the countrey. Whereunto is annexed the proceedings of those colonies, since their first departure from England, with the discourses, orations, and relations of the salvages, and the accidents that befell them in all their iournies and discoveries. Taken faithfully as they were written out of the writings of Doctor Russell. Tho. Studley. Anas Todkill. Ieffra Abot. Richard Wiefin. Will. Phettiplace. Nathaniel Povvell. Richard Pots. And the relations of divers other diligent observers there present then, and now many of them in England. By VV.S.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Symonds, William', 'Abbay, Thomas.', 'Hole, William']",[1612]
A20364,0.53603905,-0.3465472,-0.50591475,"['Ariana In two parts. As it was translated out of the French, and presented to my Lord Chamberlaine.', 'Ariane. English']","['Desmarets de Saint-Sorlin, Jean']",[1636]
A12467,2.0677376,0.1817819,-0.5266401,"['Nevv Englands trials Declaring the successe of 26. ships employed thither within these sixe yeares: with the benefit of that countrey by sea and land: and how to build threescore sayle of good ships, to make a little navie royall. Written by Captaine Iohn Smith.']","['Smith, John']",[1620]
A12473,0.48835722,-0.95617807,-0.73932916,"['Essex doue, presenting the vvorld vvith a fevv of her oliue branches: or, A taste of the workes of that reuerend, faithfull, iudicious, learned, and holy minister of the Word, Mr. Iohn Smith, late preacher of the Word at Clauering in Essex Deliuered in three seuerall treatises, viz. 1 His grounds of religion. 2 An exposition on the Lords Prayer. 3 A treatise of repentance.']","['Smith, John', 'Hart, John']",[1629]
A13235,0.75001144,-0.08681579,-0.607247,"['A defence of the Appendix. Or A reply to certaine authorities alleaged in answere to a catalogue of Catholike professors, called, An appendix to the Antitdote VVherein also the booke fondly intituled, The Fisher catched in his owne net, is censured. And the sleights of D. Featly, and D. VVhite in shifting off the catalogue of their owne professors, which they vndertooke to shew, are plainly discouered. By L.D. To the Rt. VVorshipfull Syr Humphry Lynde.']","['L. D.', 'Sweet, John']",[1624]
A03185,1.6649241,-0.38033736,-0.8424495,['An apology for actors Containing three briefe treatises. 1 Their antiquity. 2 Their ancient dignity. 3 The true vse of their quality. Written by Thomas Heywood.'],"['Heywood, Thomas']",[1612]
A08761,0.0,0.0,0.0,"['Luctus posthumus siue Erga defunctum illustrissimum Henricum Walliæ Principem, Collegij Beatæ Mariæ Magdalenæ apud Oxonienses Mecænatem longè indulgentissimum, Magdalenensium officiosa pietas']","['Magdalen College (University of Oxford)', 'Frewen, Accepted']",[1612]
A02099,1.5109456,-0.6953069,-0.8093876,['Greenes farewell to folly Sent to courtiers and schollers as a president to warne them from the vaine delights that drawes youth on to repentance. Robert Greene vtriusque Academiæ in Artibus magister.'],"['Greene, Robert']",[1591]
A09626,0.0,0.0,0.0,"['Festum voluptatis, or The banquet of pleasure furnished with much variety of speculations, wittie, pleasant, and delightfull. Containing divers choyce love-posies, songs, sonnets, odes, madrigals, satyrs, epigrams, epitaphs and elegies. For varietie and pleasure the like never before published. By S.P. Gent.']","['Pick, Samuel.']",[1639]
A13118,1.214566,-0.8223327,-0.76453567,"['Metallica. Or The treatise of metallica Briefly comprehending the doctrine of diuerse new metallicall inuentions, but especially, how to neale, melt, and worke all kinde of mettle-oares, irons and steeles with sea-coale, pit-coale, earth-coale and brush-fewell. Also a transcript of his Maiesties letters pattents of priuiledge, granted vnto Simon Sturteuant for the said metallicall businesses, for one and thirty yeares. Published in print before the last day of this present Easter terme, as the said Simon Sturteuant was by his Highnesse inioyned.']","['Sturtevant, Simon.', 'England and Wales. Sovereign (1603-1625 : James I).']","[1612, 1611]"
A15794,0.41481078,-0.20925121,-0.31073657,['The nevv age of old names. By Ios. Wib. Master of Artes of Trinitie Colledge in Cambridge'],"['Wybarne, Joseph.']",[1609]
A01454,0.0,0.0,0.0,"['Historie naturall and experimentall, of life and death. Or of the prolongation of life. Written in Latine by the Right Honorable Francis Lo. Verulam, Vis-count St. Alban', 'Historia vitae et mortis. English']","['Bacon, Francis', 'Bacon, Francis', 'Rawley, William']","[1638, 1637]"
