File Name,Projection #1,Projection #2,Projection #3,Manuscript Title,Author,Publication Year
A03800,2.3807487,-0.87862444,-1.5351465,"['A letter, sent into England from the Summer Ilands. VVritten by Mr. Lewes Hughes, preacher of Gods Word there. 1615']","['Hughes, Lewes']","[1615, 1614]"
A18429,2.101741,-0.7019808,-1.3301716,"[""Hallelu-jah: or, King David's shrill trumpet, sounding a loude summons to the whole world, to praise God Delivered by way of commentarie and plaine exposition vpon the CXVII. Psalme. By Richard Chapman, minister of the Word of God at Hunmanbie in Yorkshire.""]","['Chapman, Richard']",[1635]
A12138,0.0,0.0,0.0,"['The gratefull seruant A comedie. As it was lately presented with good applause at the priuate House in Drury-Lane, by her Majesties Servants. Written by Iames Shirley Gent.']","['Shirley, James']",[1630]
A01622,1.1324075,-0.41578707,-0.97500044,['The herball or Generall historie of plantes. Gathered by Iohn Gerarde of London Master in Chirurgerie very much enlarged and amended by Thomas Iohnson citizen and apothecarye of London'],"['Gerard, John', 'Johnson, Thomas', 'Payne, John', 'Dodoens, Rembert']","[1633, 1597, 1597, 1597, 1633]"
B14268,0.0,0.0,0.0,"['The nevv life of Virginea declaring the former successe and present estate of that plantation, being the second part of Noua Britannia. Published by the authoritie of his Maiesties Counsell of Virginea.', 'Early English books online text creation partnership.']","['Johnson, Robert', 'Counseil for Virginia (England and Wales)']",[1612]
A20607,0.0,0.0,0.0,"[""Newes from Rome, Spalato's doome. O An epitome of the life and behaviour of M. Antonius de Dominis first Bishop of Segnia, afterwards Archbishop of Spalato; who about some seven or eight yeeres since came from Venice into England: and from thence by the practise and perswasion of the L. Gundamar, departed to Rome: and of late was imprisoned in the catle of Saint Angelo. Herein contained the reasons for which he was imprisoned, together with his miserable disastrous end."", 'Early English books online text creation partnership.']",[],[1624]
A71306,2.0020084,-0.8914561,-1.3425226,"['Purchas his pilgrimes. part 4 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.', 'Early English books online text creation partnership.  Navigations series.']","['Purchas, Samuel']","[1625, 1581, 1602, 1619]"
A15469,1.5118248,-1.3028718,-1.4622881,"[""VVat VVilliams vvill Well-wishing Williams will and testament, which to the ballad-singer he hath sent, to be dispers'd to all good people kinde. That would doe well, and beare an honest minde. To the tune of, then let vs to Virginia goe.""]",[],[1635]
A12460,1.0616697,-0.8825904,-0.36890274,"['A description of New England: or The obseruations, and discoueries, of Captain Iohn Smith (admirall of that country) in the north of America, in the year of our Lord 1614 with the successe of sixe ships, that went the next yeare 1615; and the accidents befell him among the French men of warre: with the proofe of the present benefit this countrey affoords: whither this present yeare, 1616, eight voluntary ships are gone to make further tryall.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Pass, Simon van de']","[1616, 1616]"
A14005,0.0,0.0,0.0,"['A theological discourse of the gracious and blessed coniunction of Christ and a sincere Christian. By Tho: Tuke Preacher of Gods word. The blessed virgin Mary brought foorth Christ, and the Catholique Church brings foorth all true Christians']","['Tuke, Thomas']","[1617, 1617]"
A11627,0.0,0.0,0.0,"['The course of conformitie as it hath proceeded, is concluded, should be refused.']","['Scott, William', 'Calderwood, David', 'Melville, James']","[1622, 1621, 1621, 1621]"
B00023,0.0,0.0,0.0,"['A looking glasse of mortalitie. Not verie pleasant at the first view to many men, but yet most necessarie, profitable and commodious for all sorts of people, of what estate dignity, or calling soeuer they be. : With an Exhortation to good life annexed: wherein are treated all such things as appertaine vnto a Christian to do, from the beginning of his conuersion, vntill the end of his perfection. / Made by I.B..']",['I. B.'],[1599]
A73707,0.0,0.0,0.0,"['A plaine explanation of the vvhole Revelation of Saint John Very necessary and comfortable in these dayes of trouble and affliction in the church. Penned by a faithfull preacher, now with God, for more priuate vse, and now published for the further benefit of the people of God.', 'Early English books online text creation partnership.']","['Cartwright, Thomas']",[1622]
A69038,1.6105447,-2.223635,-0.78720677,"['The theatre of Catolique and Protestant religion diuided into twelue bookes. Wherein the zealous Catholike may plainelie see, the manifest truth, perspicuitie, euident foundations and demonstrations of the Catholique religion; together with the motiues and causes, why he should perseuer therin. ... Written by I.C. student in diuinitie.']","['I. C., student in divinity.', 'Copinger, John', 'Colleton, John']",[1620]
A73706,1.9658562,-1.322783,-0.95911765,"['Three profitable sermons. 1. A pastorall charge. 2. Christs Larum-bell. 3. The soules sentinell Preached at seuerall times vpon sundry occasions, by Richard Carpenter pastor of Sherwill in Devon.', 'Early English books online text creation partnership.']","['Carpenter, Richard']","[1617, 1616]"
A22213,1.9400318,-1.9509015,-1.1467297,"['[Brief for one-year collections to repair the church in Clare, Suffolk]']","['England and Wales. Sovereign (1603-1625 : James I)', 'James I, King of England']",[1619]
A11154,1.9738045,-1.88066,-1.3221579,"[""A search for money. Or The lamentable complaint for the losse of the wandring knight, Mounsieur l'Argent Or come along with me, I know thou louest money. Dedicated to all those that lack money. By William Rovvley.""]","['Rowley, William']",[1609]
A12475,0.0,0.0,0.0,"['The communion of saincts A treatise of the fellowship that the faithful have with God, and his angels, and one with an other; in this present life. Gathered out of the holy Scriptures, by H.A.']","['Ainsworth, Henry']",[1607]
A12461,1.8346404,-0.33059162,-1.4619516,"['The generall historie of Virginia, New-England, and the Summer Isles with the names of the adventurers, planters, and governours from their first beginning. an⁰: 1584. to this present 1624. With the procedings of those severall colonies and the accidents that befell them in all their journyes and discoveries. Also the maps and descriptions of all those countryes, their commodities, people, government, customes, and religion yet knowne. Divided into sixe bookes. By Captaine Iohn Smith sometymes governour in those countryes & admirall of New England.', 'Early English books online text creation partnership.  Navigations series.']","['Smith, John', 'Barra, John']","[1624, 1624]"
B00963,2.6386497,-1.1504796,-0.8429652,"['An encouragement to colonies. By Sir William Alexander, knight..']","['Stirling, William Alexander', 'Stansby, William']",[1625]
A11395,0.0,0.0,0.0,"['Du Bartas his deuine weekes and workes translated: and dedicated to the Kings most excellent Maiestie by Iosuah Syluester', 'Sepmaine. English']","['Du Bartas, Guillaume de Salluste', 'Sylvester, Josuah', 'Pibrac, Guy du Faur', 'La Noue, Odet de', 'Hudson, Thomas', 'Hole, William']",[1611]
A71307,2.3644993,-0.9601769,-1.7274882,"['Purchas his pilgrimes. part 2 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.']","['Purchas, Samuel']","[1625, 1600, 1596, 1013, 1583, 1583, 1583, 1583, 1622, 1623, 1622, 1621, 1622, 1622, 1622, 1622, 1622]"
A72801,1.7909709,-1.5400379,-1.0222176,"['Londons lotterie with an incouragement to the furtherance thereof  for the good of Virginia, and the benefite of this our natiue countrie, wishing good fortune to all that venture in the same[.] To the tune of Lusty Gallant.']",[],[1612]
A05280,0.0,0.0,0.0,"['The first step, towards heaven, or Anna the prophetesse sacred haunt, to the temple of God. Preached at Standish Church in the Countie of Lancaster. By VVilliam Leigh, Batchillor of Diuinity and paster there. With the second edition of great Brittaines deliuerance, newly corrected and enlarged by the author.']","['Leigh, William', 'Leigh, William']","[1609, 1608]"
A15093,0.0,0.0,0.0,"['The way to the true church wherein the principall motiues perswading according to Romanisme and questions touching the nature and authoritie of the church and scriptures, are familiarly disputed, and driuen to their issues, where, this day they sticke betweene the Papists and vs: contriued into an answer to a popish discourse concerning the rule of faith and the marks of the church. And published to admonish such as decline to papistrie of the weake and vncertaine grounds, whereupon they haue ventured their soules. Directed to all that seeke for resolution: and especially to his louing countrimen of Lancashire. By Iohn White minister of Gods word at Eccles. For the finding out of the matter and questions handled, there are three tables: two in the beginning, and one in the end of the booke.']","['White, John']",[1608]
A06789,2.1237948,-1.1273535,-1.490789,"['The maintenance of free trade according to the three essentiall parts of traffique; namely, commodities, moneys and exchange of moneys, by bills of exchanges for other countries, or, An answer to a treatise of free trade, or the meanes to make trade flourish, lately published. ... By Gerard Malynes merchant.']","['Malynes, Gerard']",[1622]
A14399,0.0,0.0,0.0,"['Concerning the excommunication of the Venetians a discourse against Cæsar Baronius Cardinall of the Church of Rome In which the true nature and vse of excommunication is briefly and cleerly demonstrated, both by testimonies of Holy Scripture, and from the old records of Christs Church. Written in Latine by Nicolas Vignier, and translated into English after the copie printed at Samur 1606. Whereunto is added the Bull of Pope Paulus the Fift, against the Duke, Senate and Commonwealth of Venice: with the protestation of the sayd Duke and Senate. As also an apologie of Frier Paul of the order of Serui in Venice.', 'De Venetorum excommunicatione, adversus Caesarem Baronium. English']","['Vignier, Nicolas.', 'Sarpi, Paolo', 'Baronio, Cesare', 'Catholic Church. Pope (1605-1621 : Paul V)', 'Venice (Republic : to 1797). Doge (1606-1612 : Donato)']",[1607]
A20766,0.0,0.0,0.0,"['The summe of sacred diuinitie briefly & methodically propounded : more largly & cleerely handled and explaned / published by John Downame ...', 'Early English books online text creation partnership.']","['Downame, John']",[1625]
A01743,1.2765433,-1.6562096,-1.5981802,"['The sacred philosophie of the Holy Scripture, laid downe as conclusions on the articles of our faith, commonly called the Apostles Creed Proved by the principles or rules taught and received in the light of understanding. Written by Alexander Gil, Master of Pauls Schole.']","['Gill, Alexander']","[1635, 1634, 1601]"
A15050,1.4046416,-1.1237693,-1.1575578,"['Good nevves from Virginia Sent to the Counsell and Company of Virginia, resident in England. From Alexander Whitaker, the minister of Henrico in Virginia. Wherein also is a narration of the present state of that countrey, and our colonies there. Perused and published by direction from that Counsell. And a preface prefixed of some matters touching that plantation, very requisite to be made knowne.', 'Early English books online text creation partnership.  Navigations series.']","['Whitaker, Alexander', 'Crashaw, William', 'Virginia Company of London.', 'Counseil for Virginia (England and Wales)']","[1613, 1612]"
A11791,0.0,0.0,0.0,"['Nevves from Pernassus The politicall touchstone, taken from Mount Pernassus: whereon the governments of the greatest monarchies of the world are touched.']","['Scott, Thomas', 'Boccalini, Traiano']",[1622]
A68246,2.3270893,-0.80715066,-1.3300145,"['His Maiesties gracious letter to the Earle of South-Hampton, treasurer, and to the Councell and Company of Virginia heere commanding the present setting vp of silke works, and planting of vines in Virginia. And the letter of the treasurer, Councell, and Company, to the gouernour and Councell of State there, for the strict execution of his Maiesties royall commands herein. Also a treatise of the art of making silke ... Together with instructions how to plant and dresse vines, and to make wine, and how to dry raisins, figs, and other fruits ... Set foorth for the benefit of the two renowned and most hopefull sisters, Virginia, and the Summer-Ilands. By Iohn Bonoeil Frenchman, seruant in these imployments to his most excellent Maiesty of Great Brittaine, France, Ireland, Virginia, and the Summer-Ilands. Published by authority.']","['Bonoeil, John.', 'Southampton, Henry Wriothesley', 'England and Wales. Sovereign (1603-1625 : James I).', 'Virginia Company of London.', 'Counseil for Virginia (England and Wales)']",[1622]
A21108,0.0,0.0,0.0,"['A plaine path-vvay to plantations that is, a discourse in generall, concerning the plantation of our English people in other countries. Wherein is declared, that the attempts or actions, in themselues are very good and laudable, necessary also for our country of England. Doubts thereabout are answered: and some meanes are shewed, by which the same may, in better sort then hitherto, be prosecuted and effected. Written for the perswading and stirring vp of the people of this land, chiefly the poorer and common sort to affect and effect these attempts better then yet they doe. With certaine motiues for a present plantation in New-found land aboue the rest. Made in the manner of a conference, and diuided into three parts, for the more plainnesse, ease, and delight to the reader. By Richard Eburne of Hengstridge in the countie of Somerset.']","['Eburne, Richard.']",[1624]
A20202,0.0,0.0,0.0,"['The plaine mans path-way to heauen Wherein euery man may cleerely see, whether he shall be saued or damned. Set forth dialogue-wise, for the better vnderstanding of the simple: By Arthur Dent, preacher of the vvord of God at South-Shoobery in Essex. Corrected and amended: vvith a table of all the principall matters; and three prayers necessarie to be vsed in priuate families thereunto added.', 'Plaine mans path-way to heaven']","['Dent, Arthur']",[1607]
A16968,1.8314613,-1.6599871,-1.6079853,"['A declaration vnto the Lordes, of the Iewes desire these fiftene yeres for Ebrew explication of our Greke gospell hindered by a brase of wicked selly D.D.: wherof the God of Iewes & Gentiles hath payd the one: & will pay the other: when he hath detected who he is.']","['Broughton, Hugh']",[1611]
A17445,0.0,0.0,0.0,"['Puritanisme the mother, sinne the daughter. Or a treatise, wherein is demonstrated from twenty seuerall doctrines, and positions of Puritanisme; that the fayth and religion of the Puritans, doth forcibly induce its professours to the perpetrating of sinne, and doth warrant the committing of the same. Written by a Catholic priest, vpon occasion of certaine late most execrable actions of some Puritans, expressed in the page following. Heerunto is added (as an appendix) a funerall discourse touching the late different deathes of two most eminent Protestant deuines; to wit Doctour Price Deane of Hereford, and Doctour Butts Vice-Chancellour of Cambridge. By the same authour']",['B. C. (Catholic priest)'],[1633]
A17337,1.4050733,-1.4898907,-1.471014,"['The orator handling a hundred seuerall discourses, in forme of declamations: some of the arguments being drawne from Titus Liuius and other ancient vvriters, the rest of the authors owne inuention: part of which are of matters happened in our age. Written in French by Alexander Siluayn, and Englished by L.P.', 'Epitomes des cent histoires tragicques. English']","['Le Sylvain, ca. 1535-ca. 1585.', 'Pyott, Lazarus.', 'Munday, Anthony']",[1596]
A09109,0.0,0.0,0.0,"['A temperate vvard-vvord, to the turbulent and seditious VVach-word of Sir Francis Hastinges knight vvho indeuoreth to slaunder the vvhole Catholique cause, & all professors therof, both at home and abrode. Reduced into eight seueral encounters, vvith a particuler speeche directed to the Lordes of her Maiesties most honorable Councel. To vvhome the arbitriment of the vvhole is remitted. By N.D.']","['Parsons, Robert']",[1599]
A09135,0.0,0.0,0.0,"['The Iesuites catechisme. Or Examination of their doctrine. Published in French this present yeere 1602. and nowe translated into English. VVith a table at the end, of all the maine poynts that are disputed and handled therein', 'Catechisme des Jesuites. English']","['Pasquier, Etienne', 'Watson, William']",[1602]
A03418,0.0,0.0,0.0,['A letter to Mr. T.H. late minister: now fugitiue: from Sir Edvvard Hoby Knight. In answere of his first Motiue'],"['Hoby, Edward']","[1609, 1609]"
A01551,0.0,0.0,0.0,"['True contentment in the gaine of godlines, with its self-sufficiencie A meditation on 1. Timoth. 6. 6. By Thomas Gataker B. of D. and pastor of Rotherhith.']","['Gataker, Thomas']",[1620]
A02702,0.0,0.0,0.0,"['Hezekiahs recovery. Or, A sermon, shevving what use Hezekiah did, and all should make of their deliverance from sicknesse. First preached, and now published by Robert Harris, pastor of Hanwell']","['Harris, Robert']",[1626]
A18028,1.7146573,-0.9041725,-1.8671871,"['Geographie delineated forth in two bookes Containing the sphericall and topicall parts thereof, by Nathanael Carpenter, Fellow of Exceter Colledge in Oxford.']","['Carpenter, Nathanael']",[1635]
A72226,0.0,0.0,0.0,"['The mysteries of Mount Calvary Made by the reverend father in God, lord Anthonie de Gueuara, bishop of Mondonnedo, preacher and chronicler, vnto Charles the fift, Emperour. In this booke the authour handleth all the mysteries, of the Mount of Caluarie, from the time that Christ was condemned by Pilat, vntill he was put into the sepulchre, by Ioseph and Nichodemus.', 'Monte Calvario. Part 1. English', 'Early English books online text creation partnership.']","['Guevara, Antonio de']",[1594]
A22363,1.7141557,-1.1343117,-1.3538288,['By the King a proclamation for setling the plantation of Virginia.'],"['England and Wales. Sovereign (1625-1649 : Charles I)', 'Charles I, King of England']",[1625]
B13489,2.2266517,-1.5795856,-1.2026289,"['An ansvver to the ten counter demands propounded by T. Drakes, Preacher of the Word at H. and D. in the county of Essex. By Will. Euring', 'Early English books online text creation partnership.']","['Euring, William.']",[1619]
A01009,2.0725183,-1.475067,-1.3044255,"['Purgatories triumph ouer hell maugre the barking of Cerberus in Syr Edvvard Hobyes Counter-snarle. Described in a letter to the sayd knight, from I.R. authour of the answere vnto the Protestants pulpit babels.']","['Floyd, John', 'Jenison, Robert']",[1613]
A17119,0.88306916,-1.0086635,-1.686629,"['Daphnis polystephanos An eclog treating of crownes, and of garlandes, and to whom of right they appertaine. Addressed, and consecrated to the Kings Maiestie. By G.B. Knight.']","['Buck, George', 'I. W. S., artist.', 'Woutneel, Ioan']",[1605]
A16207,0.0,0.0,0.0,"['A direction for the plantation in Vlster Contayning in it, sixe principall thinges, viz. 1. The securing of that wilde contrye to the crowne of England. 2. The withdrawing of all the charge of the garrison and men of warre. 3. The rewarding of the old seruitors to their good content. 4. The means how to increase the reuenue to the Crowne, with a yearely very great summe. 5. How to establish the puritie of religion there. 6. And how the vndertakers may with securitie be inriched.']","['Blenerhasset, Thomas.']",[1610]
A15097,1.531692,-0.062907346,-1.8684554,"['The planters plea· Or The grounds of plantations examined, and vsuall objections answered Together with a manifestation of the causes mooving such as have lately vndertaken a plantation in Nevv-England: for the satisfaction of those that question the lawfulnesse of the action.']","['White, John']",[1630]
A04824,0.0,0.0,0.0,"['The conspiracy a tragedy, as it vvas intended, for the nuptialls, of the Lord Charles Herbert, and the Lady Villers. Written by Mr. Henry Killigraevv.']","['Killigrew, Henry']",[1638]
A19691,0.0,0.0,0.0,"['A sermon preached at White-hall, on Easter day the 16. of April. 1620. By the Bishop of Winchester']","['Andrewes, Lancelot']",[1620]
